merchant_id,owner_ssn,business_fed_tax_id,owner_drivers_license,business_phone_number,owner_phone_number,email,address_line1,city,state,zip_code,country,website,fraud_reason
5f4f1dd0-49d3-4e98-9b71-3158f8a67512,253-57-3990,42-5842098,DL23516676,820-754-9128,811-696-2287,global.enterprises.corp@gmail.com,2959 Pine St,New York,NY,95695,US,www.globalenterprisescorp.com,Duplicate SSN
c147338b-0782-4dba-b0d3-00da709005f9,789-49-3311,42-5842098,DL87453728,242-671-1113,251-489-6856,international.services.ltd@hotmail.com,3392 Lincoln St,Chicago,IL,12360,US,www.internationalservicesltd.com,Known fraudulent email domain
568a05e9-5076-4600-acc7-c1c8f63f4c8e,789-49-3311,75-4469529,DL53355242,690-692-9482,739-446-1942,global.solutions.inc@gmail.com,9138 Maple St,Los Angeles,CA,68045,US,www.globalsolutionsinc.com,Multiple applications from same phone
09f189ea-4623-48c8-9bfe-7efb4e5bf360,863-19-2023,93-5604066,DL44168210,302-828-4690,997-232-6818,global.tech.corp@aol.com,2187 Elm St,New York,NY,25941,US,www.globaltechcorp.com,Known fraudulent email domain
358bed17-29d7-4588-a43f-9621d934046b,253-57-3990,75-4469529,DL15839662,242-671-1113,677-964-7772,american.solutions.llc@yahoo.com,6039 Maple St,New York,NY,81470,US,www.americansolutionsllc.com,Known fraudulent email domain
8316c055-9101-47fb-a3cb-1752fca1f6e6,863-19-2023,75-4469529,DL58261804,820-754-9128,637-481-9529,global.systems.corp@gmail.com,339 Main St,Houston,TX,58789,US,www.globalsystemscorp.com,Known fraudulent email domain
c643ee97-9cd4-420d-91d1-03bcdb616cce,253-57-3990,75-4469529,DL49511507,809-332-5058,687-460-4783,american.tech.inc@hotmail.com,1111 Elm St,Chicago,IL,40936,US,www.americantechinc.com,Multiple applications from same phone
79f64880-54df-47a8-a223-0b6c8ff68762,522-17-1589,38-8264748,DL33682541,242-671-1113,960-431-5836,global.tech.inc@yahoo.com,9655 Main St,Houston,TX,67361,US,www.globaltechinc.com,Known fraudulent email domain
61ca926c-7dcc-4d32-8a76-e89a2aa371a4,253-57-3990,75-4469529,DL71569543,809-332-5058,887-652-6061,national.services.corp@yahoo.com,7827 Main St,Chicago,IL,49344,US,www.nationalservicescorp.com,Suspicious address pattern
4dee927b-74e7-4403-80e9-4ccb3482cbfa,253-57-3990,38-8264748,DL89709454,242-671-1113,423-320-4899,united.enterprises.inc@yahoo.com,2116 Main St,Phoenix,AZ,96408,US,www.unitedenterprisesinc.com,Known fraudulent email domain
8abc8319-e905-47a5-855e-c23edeed6082,253-57-3990,93-5604066,DL66588644,242-671-1113,748-817-2471,national.systems.ltd@hotmail.com,2452 Lincoln St,Chicago,IL,99425,US,www.nationalsystemsltd.com,Known fraudulent email domain
3eeb0803-2a65-4054-9509-af8a5198de1a,327-27-9986,36-2734085,DL73699117,820-754-9128,385-839-9499,american.enterprises.corp@aol.com,7944 Lincoln St,Los Angeles,CA,97340,US,www.americanenterprisescorp.com,Suspicious address pattern
f248508d-dafc-4392-81cf-9da726fbe7c4,253-57-3990,93-5604066,DL94872589,690-692-9482,284-164-5959,american.solutions.llc@aol.com,5908 Washington St,Houston,TX,30869,US,www.americansolutionsllc.com,Known fraudulent email domain
1cecef3e-798d-4083-adda-fb9a221ec016,789-49-3311,36-2734085,DL55629916,302-828-4690,906-931-2579,global.tech.corp@yahoo.com,828 Elm St,Los Angeles,CA,73489,US,www.globaltechcorp.com,Suspicious address pattern
1f951437-c87e-4ce0-89d4-b3cc38ea75b4,522-17-1589,36-2734085,DL89788780,690-692-9482,369-798-4176,american.services.inc@hotmail.com,9621 Oak St,Chicago,IL,14609,US,www.americanservicesinc.com,Known fraudulent email domain
4f021b60-b810-47e8-98ba-f07f80124be7,327-27-9986,42-5842098,DL99571431,690-692-9482,947-787-3298,united.systems.corp@yahoo.com,7935 Jefferson St,Los Angeles,CA,90548,US,www.unitedsystemscorp.com,Suspicious address pattern
a53c5bf6-5e47-4adc-b7b6-c94938f9d469,789-49-3311,93-5604066,DL10596525,302-828-4690,969-643-9083,international.tech.inc@gmail.com,2260 Lincoln St,New York,NY,21517,US,www.internationaltechinc.com,Suspicious tax ID pattern
be5c29af-4e3d-42b9-b959-ff3c9018db3e,327-27-9986,42-5842098,DL87795845,820-754-9128,923-614-5161,united.solutions.inc@gmail.com,2019 Elm St,Houston,TX,41735,US,www.unitedsolutionsinc.com,Suspicious tax ID pattern
9a7eb90c-8c2a-4adf-9287-a07020a2a3d4,789-49-3311,75-4469529,DL93724307,820-754-9128,813-148-9820,global.systems.ltd@hotmail.com,6066 Oak St,Chicago,IL,70700,US,www.globalsystemsltd.com,Suspicious tax ID pattern
4bd70fb5-2e78-40fb-9741-9beb6888629e,863-19-2023,36-2734085,DL68199170,302-828-4690,383-271-7885,united.tech.corp@gmail.com,4573 Washington St,Phoenix,AZ,24068,US,www.unitedtechcorp.com,Multiple applications from same phone
59168365-1f97-446e-9b5c-9e7b87544eba,789-49-3311,93-5604066,DL34195589,820-754-9128,653-142-2024,united.tech.llc@yahoo.com,1514 Maple St,New York,NY,33594,US,www.unitedtechllc.com,Multiple applications from same phone
13690080-9298-4f94-91e8-d7c214b77ace,863-19-2023,38-8264748,DL63890205,690-692-9482,806-305-8128,national.enterprises.inc@aol.com,3601 Pine St,Phoenix,AZ,40851,US,www.nationalenterprisesinc.com,Suspicious tax ID pattern
7f86eb74-da39-49d8-a094-bdd1fa86361d,327-27-9986,38-8264748,DL98770322,242-671-1113,808-828-7497,national.services.llc@outlook.com,1232 Maple St,Chicago,IL,54691,US,www.nationalservicesllc.com,Known fraudulent email domain
8e306a6d-f9b6-48af-87e8-9dd49dc35b1f,863-19-2023,42-5842098,DL54293497,302-828-4690,272-202-8254,united.services.inc@yahoo.com,1986 Maple St,Houston,TX,28404,US,www.unitedservicesinc.com,Duplicate SSN
964b6b6d-d28c-482b-96db-7e9d756cf79a,327-27-9986,93-5604066,DL16599163,809-332-5058,472-689-7207,american.systems.llc@outlook.com,5863 Oak St,Los Angeles,CA,17843,US,www.americansystemsllc.com,Suspicious address pattern
b61741f6-3722-4b67-9152-c11a0aa4349d,789-49-3311,42-5842098,DL80102368,690-692-9482,826-189-2588,national.enterprises.llc@gmail.com,9621 Lincoln St,Los Angeles,CA,25676,US,www.nationalenterprisesllc.com,Known fraudulent email domain
d3c44bce-6510-40b5-9eee-2a8572503bb0,863-19-2023,93-5604066,DL21348734,809-332-5058,254-844-2865,international.enterprises.inc@hotmail.com,8536 Lincoln St,Phoenix,AZ,90600,US,www.internationalenterprisesinc.com,Duplicate SSN
46bc155c-ba3c-4a7c-9012-12bf3e7222f4,789-49-3311,42-5842098,DL27162568,820-754-9128,476-314-1063,international.tech.inc@gmail.com,4179 Cedar St,New York,NY,67984,US,www.internationaltechinc.com,Duplicate SSN
3a6fa226-6e5f-4ce7-bd7c-b9b3ff16a34d,253-57-3990,42-5842098,DL10303269,820-754-9128,598-171-8914,international.services.corp@gmail.com,3150 Jefferson St,Los Angeles,CA,63418,US,www.internationalservicescorp.com,Multiple applications from same phone
f2bf84d6-b974-4ce5-8bd3-4e987a0e30c8,522-17-1589,38-8264748,DL69076481,242-671-1113,976-129-5906,global.systems.llc@hotmail.com,8689 Elm St,Houston,TX,35680,US,www.globalsystemsllc.com,Duplicate SSN
96e6969a-9fa5-47d0-83db-a7b8c4e99b6a,522-17-1589,42-5842098,DL56720980,242-671-1113,541-468-8961,american.services.corp@aol.com,8736 Maple St,New York,NY,28683,US,www.americanservicescorp.com,Duplicate SSN
59fbb50d-82d3-486f-b836-af32917c82f9,327-27-9986,42-5842098,DL47405809,809-332-5058,959-818-5190,global.services.corp@yahoo.com,626 Oak St,Chicago,IL,93340,US,www.globalservicescorp.com,Multiple applications from same phone
129f5865-8dcc-433f-87e8-318ab65d0b43,253-57-3990,38-8264748,DL88589501,820-754-9128,726-896-2813,international.enterprises.inc@hotmail.com,6590 Oak St,Chicago,IL,99980,US,www.internationalenterprisesinc.com,Suspicious tax ID pattern
4ec26067-181c-4c58-9e70-697f7966a6d7,789-49-3311,38-8264748,DL30728580,809-332-5058,991-241-7307,united.systems.llc@aol.com,6764 Maple St,Chicago,IL,78498,US,www.unitedsystemsllc.com,Multiple applications from same phone
2a808931-6a0d-4037-89da-809bbf5a20d0,522-17-1589,75-4469529,DL50854802,302-828-4690,659-444-4083,global.systems.inc@gmail.com,7938 Oak St,New York,NY,17622,US,www.globalsystemsinc.com,Multiple applications from same phone
4c394838-a1a7-41e6-b631-fa7c3b80f127,253-57-3990,36-2734085,DL15888206,809-332-5058,279-399-8069,national.tech.corp@aol.com,5969 Main St,New York,NY,52879,US,www.nationaltechcorp.com,Multiple applications from same phone
846cd0d1-2411-45a8-8fc8-a3d24e70000c,789-49-3311,38-8264748,DL32258791,820-754-9128,610-582-3601,national.services.inc@gmail.com,5535 Cedar St,New York,NY,66466,US,www.nationalservicesinc.com,Multiple applications from same phone
4af38766-f248-4520-9a8e-96660c45806b,863-19-2023,36-2734085,DL52867690,820-754-9128,470-300-7750,united.tech.corp@hotmail.com,528 Oak St,Chicago,IL,99238,US,www.unitedtechcorp.com,Known fraudulent email domain
80a0a360-b73f-4112-811f-28b576eb7ce2,789-49-3311,75-4469529,DL14320886,302-828-4690,448-913-5759,international.tech.llc@outlook.com,9971 Jefferson St,Phoenix,AZ,61379,US,www.internationaltechllc.com,Suspicious address pattern
999c9302-8169-45f2-acea-c4d4a6a50395,522-17-1589,36-2734085,DL67469042,820-754-9128,894-713-4864,united.services.inc@hotmail.com,3521 Cedar St,Los Angeles,CA,74301,US,www.unitedservicesinc.com,Suspicious address pattern
8ee070b1-32b7-4b38-af41-f4950f4d5ab7,327-27-9986,38-8264748,DL10992662,690-692-9482,388-605-5235,national.solutions.ltd@outlook.com,8571 Cedar St,Chicago,IL,91781,US,www.nationalsolutionsltd.com,Suspicious address pattern
21b6dfb5-6a94-48a6-bf41-5292380046a5,522-17-1589,75-4469529,DL61192548,690-692-9482,759-567-4706,international.tech.llc@yahoo.com,4484 Elm St,Phoenix,AZ,67455,US,www.internationaltechllc.com,Suspicious address pattern
18bc6af5-297e-483f-b230-9b6c93edcdaa,327-27-9986,75-4469529,DL58746936,242-671-1113,655-296-3547,international.enterprises.inc@aol.com,1252 Main St,New York,NY,29763,US,www.internationalenterprisesinc.com,Multiple applications from same phone
e544b5b6-76b4-4169-94d0-64c88b83533c,253-57-3990,38-8264748,DL46955793,242-671-1113,994-792-7752,american.tech.ltd@outlook.com,3080 Elm St,New York,NY,68733,US,www.americantechltd.com,Suspicious tax ID pattern
a517b298-4739-43bd-a7ab-c07411a93623,327-27-9986,93-5604066,DL55878408,820-754-9128,995-768-3431,national.solutions.inc@hotmail.com,6655 Pine St,Houston,TX,61155,US,www.nationalsolutionsinc.com,Multiple applications from same phone
9cffafd7-0ce8-4a2c-9d4c-d2f6c96f80e4,327-27-9986,36-2734085,DL80219385,302-828-4690,482-453-5488,american.enterprises.inc@aol.com,9146 Elm St,Los Angeles,CA,95639,US,www.americanenterprisesinc.com,Suspicious address pattern
2a9a9bcf-f7ee-4fb1-a338-3acf8cce5c3d,522-17-1589,75-4469529,DL70802280,690-692-9482,626-747-4016,national.services.ltd@yahoo.com,4538 Jefferson St,New York,NY,17261,US,www.nationalservicesltd.com,Suspicious tax ID pattern
6e8b35f2-a792-409e-b3a4-3c85c90577f6,327-27-9986,42-5842098,DL28404111,242-671-1113,599-169-8052,international.systems.corp@aol.com,6968 Cedar St,Los Angeles,CA,19154,US,www.internationalsystemscorp.com,Suspicious address pattern
2fd0aa7f-6451-4e96-99a7-4d87735dffcf,253-57-3990,38-8264748,DL95286213,690-692-9482,709-436-2186,international.tech.inc@yahoo.com,7506 Washington St,Los Angeles,CA,17093,US,www.internationaltechinc.com,Suspicious address pattern
991c4a96-7711-4a90-8ac7-f734c1276b43,522-17-1589,93-5604066,DL21902110,242-671-1113,678-769-6112,united.tech.corp@aol.com,9837 Jefferson St,New York,NY,78732,US,www.unitedtechcorp.com,Suspicious tax ID pattern
41737a11-e2d3-4ce8-a14f-34c1a953c7ac,327-27-9986,38-8264748,DL70650964,242-671-1113,245-857-9503,american.enterprises.inc@yahoo.com,2978 Elm St,Phoenix,AZ,68551,US,www.americanenterprisesinc.com,Known fraudulent email domain
994ec0c4-9799-4627-8241-2ef5d9eb0b6e,863-19-2023,93-5604066,DL50754364,242-671-1113,485-782-7808,american.tech.inc@yahoo.com,2050 Oak St,Houston,TX,77521,US,www.americantechinc.com,Suspicious tax ID pattern
a05c892b-ad39-4eac-9d4c-2e32eeb2d15e,327-27-9986,36-2734085,DL38909759,809-332-5058,574-416-1592,united.services.ltd@aol.com,922 Maple St,New York,NY,27173,US,www.unitedservicesltd.com,Suspicious address pattern
56500b52-857a-4dfc-a3b9-dafd949dbc43,863-19-2023,36-2734085,DL72186933,242-671-1113,844-855-8229,international.tech.corp@yahoo.com,6097 Main St,New York,NY,38832,US,www.internationaltechcorp.com,Suspicious address pattern
39847123-b82e-42f3-ba59-a07a1935bd14,327-27-9986,42-5842098,DL18141461,302-828-4690,494-279-2444,global.tech.inc@outlook.com,3157 Oak St,Chicago,IL,30173,US,www.globaltechinc.com,Known fraudulent email domain
75ce41ab-885c-46d8-9883-53c965d1b141,253-57-3990,36-2734085,DL63285997,820-754-9128,968-414-4308,american.services.ltd@gmail.com,1788 Maple St,New York,NY,61504,US,www.americanservicesltd.com,Duplicate SSN
98052eb7-2170-4cbe-aae3-0be6f61e8b7b,863-19-2023,36-2734085,DL32144020,690-692-9482,817-945-3247,international.systems.corp@hotmail.com,7020 Jefferson St,Houston,TX,21308,US,www.internationalsystemscorp.com,Multiple applications from same phone
35d0667e-cfaa-4a43-8200-1a3cde128553,863-19-2023,38-8264748,DL27781156,820-754-9128,661-567-1235,united.enterprises.corp@hotmail.com,3105 Main St,Phoenix,AZ,32022,US,www.unitedenterprisescorp.com,Duplicate SSN
b916dbf6-762d-40cc-84e9-2be2b1730d54,789-49-3311,93-5604066,DL20913075,820-754-9128,312-933-5796,united.solutions.inc@yahoo.com,1759 Washington St,Los Angeles,CA,88520,US,www.unitedsolutionsinc.com,Duplicate SSN
53c6826a-85f5-456a-83af-115790604804,253-57-3990,42-5842098,DL47110937,242-671-1113,805-361-4490,national.solutions.llc@gmail.com,5302 Pine St,Los Angeles,CA,79748,US,www.nationalsolutionsllc.com,Known fraudulent email domain
f5fe70e5-e9f8-4a5e-8636-11d132f1bcbb,253-57-3990,75-4469529,DL55647638,302-828-4690,225-459-3771,american.enterprises.llc@outlook.com,9329 Washington St,Houston,TX,75333,US,www.americanenterprisesllc.com,Known fraudulent email domain
1d9e8834-4ca0-43a2-b6df-fc06aa29a104,253-57-3990,38-8264748,DL11782179,820-754-9128,684-551-6471,united.enterprises.llc@aol.com,2849 Cedar St,Houston,TX,24375,US,www.unitedenterprisesllc.com,Suspicious tax ID pattern
86f3e434-b94e-4f01-b1c4-56f5d5662dbb,327-27-9986,36-2734085,DL11328838,809-332-5058,821-245-3190,american.tech.llc@hotmail.com,5743 Pine St,Phoenix,AZ,75951,US,www.americantechllc.com,Multiple applications from same phone
036721d8-7b34-4cd8-8eef-23fa5b1f859d,863-19-2023,75-4469529,DL57751913,302-828-4690,909-921-2410,international.enterprises.ltd@outlook.com,5714 Washington St,Los Angeles,CA,53134,US,www.internationalenterprisesltd.com,Duplicate SSN
df5703ae-a664-426c-8679-4c0f50d07a5b,253-57-3990,75-4469529,DL70248531,820-754-9128,796-685-3920,international.systems.inc@yahoo.com,4193 Elm St,New York,NY,90797,US,www.internationalsystemsinc.com,Duplicate SSN
1d942aed-1c4f-4ec8-9991-bbf9d82780b0,253-57-3990,75-4469529,DL47167687,820-754-9128,824-898-8496,international.services.ltd@aol.com,9686 Elm St,New York,NY,37934,US,www.internationalservicesltd.com,Suspicious address pattern
eec5b8f8-a092-493b-b5a0-34e3a3bedaa2,863-19-2023,75-4469529,DL11588900,242-671-1113,645-916-6013,international.enterprises.corp@aol.com,7726 Main St,Los Angeles,CA,74572,US,www.internationalenterprisescorp.com,Suspicious address pattern
a7d2622d-057c-4a60-bfda-6464eee9f04d,522-17-1589,75-4469529,DL35538712,302-828-4690,321-118-1130,american.systems.ltd@aol.com,1875 Main St,Chicago,IL,36227,US,www.americansystemsltd.com,Known fraudulent email domain
aeb6b7bb-3fce-4b18-ac89-f6d065b88725,253-57-3990,36-2734085,DL65604286,690-692-9482,309-690-8359,international.systems.inc@yahoo.com,2403 Washington St,Los Angeles,CA,11131,US,www.internationalsystemsinc.com,Suspicious address pattern
90d09647-2355-4c2f-8741-c8371fd98e55,522-17-1589,36-2734085,DL89388208,809-332-5058,338-637-4538,american.services.ltd@hotmail.com,50 Washington St,Phoenix,AZ,74798,US,www.americanservicesltd.com,Suspicious tax ID pattern
b0563f98-9c32-4c30-b343-909f27b07810,789-49-3311,42-5842098,DL55169362,820-754-9128,795-694-4574,international.solutions.ltd@yahoo.com,4447 Washington St,Phoenix,AZ,42601,US,www.internationalsolutionsltd.com,Known fraudulent email domain
524137fe-bfa8-40ee-9148-fa20c5307120,863-19-2023,93-5604066,DL26651987,809-332-5058,589-104-2675,united.tech.llc@aol.com,2697 Main St,New York,NY,20420,US,www.unitedtechllc.com,Known fraudulent email domain
25c553ee-433d-490b-8e6f-91d413a2c731,327-27-9986,36-2734085,DL69261057,302-828-4690,316-846-8642,united.tech.llc@gmail.com,3554 Elm St,Chicago,IL,86784,US,www.unitedtechllc.com,Duplicate SSN
0e900708-7538-4eb3-862c-8b3c5ba4f0d8,789-49-3311,36-2734085,DL82524852,690-692-9482,821-340-9067,global.solutions.inc@hotmail.com,7030 Cedar St,New York,NY,55247,US,www.globalsolutionsinc.com,Known fraudulent email domain
a333457f-3a12-4438-b006-ea4350d9a874,327-27-9986,93-5604066,DL61070961,302-828-4690,358-454-7535,international.services.inc@aol.com,3972 Main St,Los Angeles,CA,92863,US,www.internationalservicesinc.com,Multiple applications from same phone
63eb4593-9d73-4be9-94d2-a4f405d8be16,863-19-2023,38-8264748,DL59023592,820-754-9128,407-295-8807,united.systems.inc@gmail.com,6484 Oak St,Phoenix,AZ,17155,US,www.unitedsystemsinc.com,Suspicious address pattern
f9078520-980b-47ae-9373-33e10e82d5fe,863-19-2023,42-5842098,DL73774695,690-692-9482,838-226-6216,global.tech.inc@aol.com,5300 Lincoln St,Los Angeles,CA,23669,US,www.globaltechinc.com,Duplicate SSN
2fe49a3f-2d81-4592-b0ad-3b136d077b62,253-57-3990,38-8264748,DL70154697,242-671-1113,661-897-5298,national.systems.inc@aol.com,8142 Pine St,Los Angeles,CA,25396,US,www.nationalsystemsinc.com,Suspicious address pattern
fa8674e0-1778-45f3-b8ab-2ea54d71dd79,789-49-3311,38-8264748,DL40378183,809-332-5058,968-789-9408,international.solutions.llc@aol.com,2416 Elm St,Phoenix,AZ,30366,US,www.internationalsolutionsllc.com,Duplicate SSN
324e92cf-a09d-41a2-aa28-e6df0d8ecddd,253-57-3990,93-5604066,DL72667774,820-754-9128,311-620-1603,global.solutions.corp@outlook.com,3750 Elm St,Chicago,IL,52138,US,www.globalsolutionscorp.com,Multiple applications from same phone
40c7cc94-7734-4a93-a7ee-5019ac9260ae,789-49-3311,42-5842098,DL48834956,690-692-9482,268-738-1626,national.solutions.inc@outlook.com,2953 Cedar St,Los Angeles,CA,10227,US,www.nationalsolutionsinc.com,Suspicious address pattern
65430d22-4315-4b53-a801-0f0cf95eac0c,327-27-9986,36-2734085,DL21197175,302-828-4690,905-197-2902,global.enterprises.llc@hotmail.com,8177 Jefferson St,Los Angeles,CA,47216,US,www.globalenterprisesllc.com,Suspicious address pattern
1b5462b5-88f0-4be3-b86d-75a5a11d44ca,522-17-1589,42-5842098,DL47504851,820-754-9128,563-949-2491,international.enterprises.inc@aol.com,8393 Oak St,Phoenix,AZ,86984,US,www.internationalenterprisesinc.com,Multiple applications from same phone
5e8739d4-f2c1-447f-bf0b-11f721b1310c,327-27-9986,42-5842098,DL60997977,302-828-4690,226-127-2381,international.solutions.ltd@yahoo.com,4988 Lincoln St,Phoenix,AZ,40153,US,www.internationalsolutionsltd.com,Multiple applications from same phone
b9037928-fc2b-428d-b24c-2f7eca6568a5,522-17-1589,93-5604066,DL36507140,690-692-9482,919-825-7086,global.systems.ltd@yahoo.com,730 Oak St,Los Angeles,CA,57046,US,www.globalsystemsltd.com,Suspicious address pattern
88cadfcd-f52e-4581-af74-02663b8c4a6f,522-17-1589,36-2734085,DL36198694,242-671-1113,283-823-8421,united.services.inc@gmail.com,3018 Oak St,New York,NY,69772,US,www.unitedservicesinc.com,Duplicate SSN
5c8639cc-cd06-4981-bf4c-9c923ec65358,789-49-3311,42-5842098,DL27461509,820-754-9128,296-415-4475,national.enterprises.ltd@hotmail.com,8492 Washington St,New York,NY,62295,US,www.nationalenterprisesltd.com,Duplicate SSN
2d4e177c-1482-4644-9694-8370bf7a5f73,726-45-8815,49-5079998,DL44053035,847-823-5732,331-283-9481,international.services.llc@hotmail.com,2581 Main St,Chicago,IL,88056,US,www.internationalservicesllc.com,
babebcbe-9590-4503-bfdb-6cf0e7a27fa5,411-45-1766,88-9313377,DL10438104,558-999-9302,599-530-6957,national.systems.corp@outlook.com,6667 Pine St,Houston,TX,95683,US,www.nationalsystemscorp.com,
307d61ba-be52-4e80-ada5-86caf73fc078,774-58-6346,43-6414832,DL75141237,764-427-4434,897-744-2228,national.systems.llc@aol.com,8551 Elm St,Phoenix,AZ,28001,US,www.nationalsystemsllc.com,
b567045d-f6e9-4beb-b2a0-d4f325c27ce2,638-50-5298,57-2171938,DL64793970,564-522-2924,538-923-3455,international.tech.llc@gmail.com,5312 Lincoln St,Chicago,IL,45582,US,www.internationaltechllc.com,
48784a2c-326d-44ae-99f2-766ba7e0350d,311-65-7318,21-1729636,DL35672545,812-167-5907,840-122-8146,united.enterprises.inc@aol.com,6073 Lincoln St,Los Angeles,CA,70620,US,www.unitedenterprisesinc.com,
e5b1a686-3d10-418a-a006-92982ef0dc39,449-41-9135,77-7631802,DL32358276,984-676-4963,842-551-7445,american.tech.corp@aol.com,7799 Pine St,Houston,TX,25488,US,www.americantechcorp.com,
c4085b82-6385-4e6e-87ab-8ccdd43124b3,166-65-4880,59-7166852,DL56970058,319-391-3322,271-592-8957,united.enterprises.corp@hotmail.com,5812 Pine St,Phoenix,AZ,63322,US,www.unitedenterprisescorp.com,
99829f49-cffa-42ac-91b0-a44704b4e75f,875-79-9089,85-9984529,DL75377858,299-460-6117,791-951-5731,international.systems.corp@hotmail.com,3112 Lincoln St,Los Angeles,CA,45180,US,www.internationalsystemscorp.com,
fb59dd41-91d3-4a0a-9482-966a4410253c,901-75-3398,59-2346446,DL64075786,911-300-8677,890-275-2283,global.systems.llc@hotmail.com,8667 Washington St,Phoenix,AZ,12536,US,www.globalsystemsllc.com,
60e793b2-eeb3-447a-a6d4-434f32e9c6d8,717-71-1308,84-4470539,DL33325752,586-498-1694,361-694-1757,international.tech.ltd@yahoo.com,7726 Washington St,Phoenix,AZ,48905,US,www.internationaltechltd.com,
fecba588-8c89-4f3b-b358-f31b9e7567b5,959-74-6611,26-9394739,DL84903941,713-224-2373,876-679-2535,global.solutions.ltd@hotmail.com,8782 Oak St,Houston,TX,43068,US,www.globalsolutionsltd.com,
2ffb69d3-642a-4d23-826d-e849d8b7d866,964-14-8428,19-6004245,DL85291480,390-912-1662,875-154-2006,american.enterprises.inc@hotmail.com,6734 Oak St,Houston,TX,16847,US,www.americanenterprisesinc.com,
ef95f61d-6336-4541-bccf-58aad2540c5d,461-76-4013,23-5656956,DL47210398,235-667-7393,217-437-8535,united.systems.corp@aol.com,1288 Washington St,Chicago,IL,40710,US,www.unitedsystemscorp.com,
a42bbb73-51e6-4344-9f23-2c58e3594026,339-88-9681,68-6303330,DL57429087,425-534-2238,385-142-9410,international.solutions.inc@hotmail.com,3983 Lincoln St,Phoenix,AZ,66008,US,www.internationalsolutionsinc.com,
03860440-6259-4990-88b2-d0c649813fda,355-89-7295,60-3146868,DL11135489,508-539-3220,930-342-2103,international.solutions.corp@yahoo.com,5146 Maple St,Phoenix,AZ,32349,US,www.internationalsolutionscorp.com,
8457abd7-b699-477d-977c-21adc9895f63,673-95-2662,66-2653076,DL26830656,409-722-4091,225-452-2513,global.services.corp@aol.com,9680 Pine St,Chicago,IL,43920,US,www.globalservicescorp.com,
